quarter,quarter_qf,hb,hbqf,location,location_qf,admission_type,admission_type_qf,simd,simdqf,episodes,length_of_episode,average_length_of_episode,average_length_of_episode_qf,stays,length_of_stay,average_length_of_stay,average_length_of_stay_qf,total_stays_per_quarter_simd,total_episodes_per_quarter_simd
2016Q3,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,2,NA,94,463,4.92553191489362,NA,92,557,6.05434782608696,NA,84182,85607
2016Q4,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,2,NA,98,341,3.47959183673469,NA,100,542,5.42,NA,83519,85066
2017Q1,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,2,NA,140,663,4.73571428571429,NA,134,709,5.2910447761194,NA,84626,85955
2017Q2,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,2,NA,115,630,5.47826086956522,NA,115,1025,8.91304347826087,NA,85141,86553
2017Q3,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,2,NA,105,436,4.15238095238095,NA,104,624,6,NA,84955,86445
2017Q4,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,2,NA,106,625,5.89622641509434,NA,105,745,7.09523809523809,NA,84805,86768
2018Q1,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,2,NA,106,793,7.4811320754717,NA,108,1024,9.48148148148148,NA,85976,87144
2018Q2,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,2,NA,137,741,5.40875912408759,NA,134,818,6.1044776119403,NA,85164,86141
2018Q3,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,2,NA,106,896,8.45283018867925,NA,104,1210,11.6346153846154,NA,84037,85973
2018Q4,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,2,NA,103,758,7.35922330097087,NA,106,1168,11.0188679245283,NA,86126,87600
2019Q1,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,2,NA,94,582,6.19148936170213,NA,95,768,8.08421052631579,NA,86380,87421
2019Q2,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,2,NA,76,614,8.07894736842105,NA,76,677,8.9078947368421,NA,88381,90071
2019Q3,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,2,NA,85,396,4.65882352941177,NA,80,405,5.0625,NA,88978,90408
2019Q4,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,2,NA,109,370,3.39449541284404,NA,109,538,4.93577981651376,NA,88767,90413
2020Q1,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,2,NA,96,448,4.66666666666667,NA,95,567,5.96842105263158,NA,83194,82750
2020Q2,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,2,NA,77,286,3.71428571428571,NA,75,405,5.4,NA,66222,68211
2020Q3,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,2,NA,83,374,4.50602409638554,NA,84,578,6.88095238095238,NA,80340,82023
2020Q4,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,2,NA,85,241,2.83529411764706,NA,83,286,3.44578313253012,NA,76999,78300
2021Q1,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,2,NA,94,374,3.97872340425532,NA,94,919,9.77659574468085,NA,76119,77546
2021Q2,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,2,NA,81,304,3.75308641975309,NA,78,539,6.91025641025641,NA,84525,86041
2021Q3,p,S08000022,NA,C121H,NA,Emergency Inpatients,NA,2,NA,106,651,6.14150943396226,NA,108,967,8.9537037037037,NA,82189,82892
2016Q3,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,3,NA,218,1132,5.19266055045872,NA,217,1501,6.91705069124424,NA,68728,70229
2016Q4,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,3,NA,248,980,3.95161290322581,NA,244,1633,6.69262295081967,NA,68398,70070
2017Q1,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,3,NA,190,834,4.38947368421053,NA,194,1201,6.19072164948454,NA,68230,69803
2017Q2,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,3,NA,200,958,4.79,NA,197,1111,5.63959390862944,NA,68555,69534
2017Q3,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,3,NA,207,870,4.20289855072464,NA,206,961,4.66504854368932,NA,68961,70511
2017Q4,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,3,NA,194,954,4.91752577319588,NA,190,1226,6.45263157894737,NA,70445,72285
2018Q1,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,3,NA,202,998,4.94059405940594,NA,200,1894,9.47,NA,70933,72325
2018Q2,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,3,NA,202,961,4.75742574257426,NA,206,1512,7.33980582524272,NA,70047,71060
2018Q3,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,3,NA,222,855,3.85135135135135,NA,219,1256,5.7351598173516,NA,68408,69983
2018Q4,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,3,NA,200,1388,6.94,NA,199,1556,7.81909547738693,NA,70761,72146
2019Q1,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,3,NA,205,1685,8.21951219512195,NA,197,1867,9.47715736040609,NA,71045,72547
2019Q2,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,3,NA,194,1191,6.13917525773196,NA,195,1941,9.95384615384615,NA,73187,74775
2019Q3,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,3,NA,203,1802,8.87684729064039,NA,199,2395,12.035175879397,NA,72742,74088
2019Q4,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,3,NA,216,1141,5.28240740740741,NA,216,1322,6.12037037037037,NA,74645,76530
2020Q1,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,3,NA,189,1528,8.08465608465609,NA,188,2571,13.6755319148936,NA,69331,69158
2020Q2,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,3,NA,165,645,3.90909090909091,NA,161,988,6.13664596273292,NA,54636,56737
2020Q3,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,3,NA,194,704,3.62886597938144,NA,191,1108,5.80104712041885,NA,66116,67727
2020Q4,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,3,NA,228,1173,5.14473684210526,NA,224,1566,6.99107142857143,NA,64608,66043
2021Q1,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,3,NA,184,998,5.42391304347826,NA,186,1170,6.29032258064516,NA,63159,64495
2021Q2,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,3,NA,213,820,3.84976525821596,NA,209,1587,7.5933014354067,NA,69903,71446
2021Q3,p,S08000022,NA,C121H,NA,Emergency Inpatients,NA,3,NA,228,1247,5.46929824561404,NA,227,1575,6.93832599118943,NA,67026,68244
2016Q3,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,4,NA,137,821,5.99270072992701,NA,135,1072,7.94074074074074,NA,58163,59144
2016Q4,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,4,NA,158,633,4.00632911392405,NA,153,763,4.98692810457516,NA,58095,59198
2017Q1,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,4,NA,150,660,4.4,NA,153,1067,6.9738562091503304,NA,57225,58155
2017Q2,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,4,NA,152,697,4.58552631578947,NA,151,809,5.35761589403973,NA,57490,58402
2017Q3,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,4,NA,129,580,4.49612403100775,NA,126,917,7.27777777777778,NA,56998,58062
2017Q4,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,4,NA,147,575,3.91156462585034,NA,150,754,5.02666666666667,NA,59111,60339
2018Q1,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,4,NA,130,589,4.53076923076923,NA,131,846,6.45801526717557,NA,58884,59779
2018Q2,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,4,NA,141,764,5.41843971631206,NA,138,792,5.73913043478261,NA,59541,60662
2018Q3,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,4,NA,134,402,3,NA,129,560,4.34108527131783,NA,58852,60019
2018Q4,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,4,NA,115,877,7.62608695652174,NA,115,1203,10.4608695652174,NA,60811,61821
2019Q1,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,4,NA,136,600,4.41176470588235,NA,135,867,6.42222222222222,NA,60699,61351
2019Q2,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,4,NA,123,730,5.9349593495935,NA,125,1028,8.224,NA,61913,63104
2019Q3,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,4,NA,132,685,5.18939393939394,NA,130,964,7.41538461538462,NA,61761,63083
2019Q4,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,4,NA,127,773,6.08661417322835,NA,127,941,7.40944881889764,NA,62566,63691
2020Q1,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,4,NA,138,968,7.01449275362319,NA,139,1177,8.46762589928058,NA,58425,58026
2020Q2,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,4,NA,93,285,3.06451612903226,NA,88,411,4.67045454545455,NA,47527,48878
2020Q3,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,4,NA,127,536,4.22047244094488,NA,126,644,5.11111111111111,NA,56644,58054
2020Q4,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,4,NA,136,586,4.30882352941176,NA,132,896,6.78787878787879,NA,54958,55724
2021Q1,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,4,NA,131,491,3.74809160305344,NA,134,807,6.02238805970149,NA,53408,54598
2021Q2,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,4,NA,155,752,4.85161290322581,NA,154,1015,6.59090909090909,NA,59876,61024
2021Q3,p,S08000022,NA,C121H,NA,Emergency Inpatients,NA,4,NA,128,659,5.1484375,NA,124,824,6.64516129032258,NA,58929,59660
2016Q3,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,5,NA,10,15,1.5,NA,10,23,2.3,NA,48789,49574
2016Q4,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,5,NA,5,9,1.8,NA,5,5,1,NA,49817,50493
2017Q1,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,5,NA,0,5,NA,z,5,90,18,NA,48563,49158
2017Q2,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,5,NA,10,8,0.8,NA,10,8,0.8,NA,48709,49089
2017Q3,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,5,NA,5,15,3,NA,5,65,13,NA,48878,49750
2017Q4,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,5,NA,5,15,3,NA,5,17,3.4,NA,50635,51597
2018Q1,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,5,NA,5,40,8,NA,5,60,12,NA,50296,50808
2018Q2,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,5,NA,10,25,2.5,NA,11,90,8.18181818181818,NA,49625,49920
2018Q3,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,5,NA,5,15,3,NA,5,18,3.6,NA,48847,49787
2018Q4,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,5,NA,5,7,1.4,NA,5,7,1.4,NA,52225,52949
2019Q1,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,5,NA,5,5,1,NA,5,6,1.2,NA,51583,52175
2019Q2,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,5,NA,10,15,1.5,NA,10,15,1.5,NA,52222,52974
2019Q3,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,5,NA,5,5,1,NA,5,13,2.6,NA,52734,53908
2020Q1,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,5,NA,5,20,4,NA,5,19,3.8,NA,49182,48675
2020Q2,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,5,NA,0,0,NA,z,0,0,NA,z,39438,40524
2020Q3,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,5,NA,10,5,0.5,NA,10,15,1.5,NA,47617,48459
2020Q4,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,5,NA,0,0,NA,z,0,0,NA,z,45843,46759
2021Q1,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,5,NA,0,0,NA,z,0,0,NA,z,45623,46276
2021Q2,NA,S08000022,NA,C121H,NA,Emergency Inpatients,NA,5,NA,5,7,1.4,NA,5,7,1.4,NA,50477,51506
2021Q3,p,S08000022,NA,C121H,NA,Emergency Inpatients,NA,5,NA,10,20,2,NA,10,34,3.4,NA,48852,49110
2016Q3,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,1,NA,544,1225,2.25183823529412,NA,550,4442,8.07636363636364,NA,106245,107465
2016Q4,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,1,NA,513,1111,2.16569200779727,NA,515,3687,7.15922330097087,NA,103596,105102
2017Q1,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,1,NA,676,1329,1.96597633136095,NA,661,3965,5.99848714069592,NA,101208,102663
2017Q2,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,1,NA,764,1353,1.77094240837696,NA,754,4186,5.55172413793103,NA,103344,104270
2017Q3,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,1,NA,695,1504,2.16402877697842,NA,696,5090,7.3132183908046,NA,102745,104338
2017Q4,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,1,NA,669,1326,1.98206278026906,NA,688,5342,7.76453488372093,NA,104033,106076
2018Q1,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,1,NA,712,1580,2.21910112359551,NA,718,5336,7.43175487465181,NA,102970,103966
2018Q2,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,1,NA,755,1436,1.90198675496689,NA,742,4984,6.71698113207547,NA,102891,104068
2018Q3,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,1,NA,694,975,1.40489913544669,NA,702,5621,8.00712250712251,NA,103640,105287
2018Q4,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,1,NA,694,1528,2.20172910662824,NA,712,4515,6.34129213483146,NA,103887,105590
2019Q1,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,1,NA,647,1239,1.91499227202473,NA,644,4832,7.50310559006211,NA,106111,107639
2019Q2,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,1,NA,670,1109,1.65522388059701,NA,700,3737,5.33857142857143,NA,107289,108730
2019Q3,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,1,NA,728,1357,1.86401098901099,NA,728,5275,7.24587912087912,NA,108731,110532
2019Q4,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,1,NA,652,1273,1.95245398773006,NA,680,6212,9.13529411764706,NA,106455,108127
2020Q1,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,1,NA,588,1134,1.92857142857143,NA,617,4274,6.92706645056726,NA,98344,98021
2020Q2,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,1,NA,564,905,1.60460992907801,NA,567,4306,7.59435626102293,NA,80673,83110
2020Q3,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,1,NA,679,1106,1.62886597938144,NA,672,4567,6.79613095238095,NA,96701,98499
2020Q4,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,1,NA,662,1306,1.97280966767372,NA,671,5099,7.59910581222057,NA,92374,93674
2021Q1,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,1,NA,639,1309,2.04851330203443,NA,628,4755,7.57165605095541,NA,89456,91189
2021Q2,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,1,NA,637,973,1.52747252747253,NA,652,5648,8.66257668711656,NA,102177,103517
2021Q3,p,S08000022,NA,S08000022,d,Emergency Inpatients,NA,1,NA,622,1140,1.83279742765273,NA,643,4929,7.6656298600311,NA,97829,98731
2016Q3,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,2,NA,1144,2532,2.21328671328671,NA,1128,8566,7.59397163120567,NA,84182,85607
2016Q4,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,2,NA,1138,2475,2.17486818980668,NA,1124,11128,9.90035587188612,NA,83519,85066
2017Q1,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,2,NA,1136,2683,2.36179577464789,NA,1108,9787,8.83303249097473,NA,84626,85955
2017Q2,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,2,NA,1085,2859,2.63502304147465,NA,1107,9808,8.85998193315267,NA,85141,86553
2017Q3,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,2,NA,1105,2309,2.089592760181,NA,1085,8449,7.78709677419355,NA,84955,86445
2017Q4,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,2,NA,1080,2308,2.13703703703704,NA,1095,10758,9.82465753424658,NA,84805,86768
2018Q1,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,2,NA,1137,2761,2.4283201407212,NA,1154,9917,8.59358752166378,NA,85976,87144
2018Q2,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,2,NA,1093,2430,2.22323879231473,NA,1083,8294,7.65835641735919,NA,85164,86141
2018Q3,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,2,NA,1106,2599,2.3499095840868,NA,1104,8570,7.76268115942029,NA,84037,85973
2018Q4,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,2,NA,1080,2581,2.38981481481481,NA,1091,10174,9.32538955087076,NA,86126,87600
2019Q1,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,2,NA,1010,2560,2.53465346534653,NA,1023,8378,8.18963831867058,NA,86380,87421
2019Q2,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,2,NA,917,2442,2.66303162486369,NA,961,9535,9.92195629552549,NA,88381,90071
2019Q3,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,2,NA,1028,1988,1.93385214007782,NA,1035,8213,7.93526570048309,NA,88978,90408
2019Q4,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,2,NA,963,2066,2.1453790238837,NA,991,10022,10.1130171543895,NA,88767,90413
2020Q1,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,2,NA,982,2309,2.35132382892057,NA,1037,10255,9.88910318225651,NA,83194,82750
2020Q2,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,2,NA,833,1775,2.13085234093637,NA,813,8338,10.2558425584256,NA,66222,68211
2020Q3,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,2,NA,1043,1913,1.83413231064238,NA,1069,7731,7.23199251637044,NA,80340,82023
2020Q4,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,2,NA,973,1901,1.95375128468654,NA,976,7470,7.65368852459016,NA,76999,78300
2021Q1,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,2,NA,925,2102,2.27243243243243,NA,919,8623,9.38302502720348,NA,76119,77546
2021Q2,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,2,NA,893,1828,2.04703247480403,NA,903,9834,10.890365448505,NA,84525,86041
2021Q3,p,S08000022,NA,S08000022,d,Emergency Inpatients,NA,2,NA,990,2678,2.7050505050505,NA,1003,8734,8.70787637088734,NA,82189,82892
2016Q3,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,3,NA,1590,3721,2.34025157232704,NA,1568,13189,8.41135204081633,NA,68728,70229
2016Q4,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,3,NA,1599,3774,2.36022514071295,NA,1543,13150,8.52235904082955,NA,68398,70070
2017Q1,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,3,NA,1712,4051,2.36623831775701,NA,1685,14100,8.36795252225519,NA,68230,69803
2017Q2,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,3,NA,1771,3947,2.22868435911914,NA,1752,13272,7.57534246575342,NA,68555,69534
2017Q3,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,3,NA,1749,3718,2.12578616352201,NA,1728,12766,7.38773148148148,NA,68961,70511
2017Q4,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,3,NA,1648,3798,2.30461165048544,NA,1657,15074,9.09716354858177,NA,70445,72285
2018Q1,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,3,NA,1701,3955,2.32510288065844,NA,1714,14232,8.30338389731622,NA,70933,72325
2018Q2,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,3,NA,1673,3685,2.20263000597729,NA,1664,13831,8.31189903846154,NA,70047,71060
2018Q3,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,3,NA,1720,3877,2.25406976744186,NA,1737,13858,7.97812320092113,NA,68408,69983
2018Q4,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,3,NA,1679,4155,2.47468731387731,NA,1699,14366,8.45556209535021,NA,70761,72146
2019Q1,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,3,NA,1651,4719,2.85826771653543,NA,1666,14057,8.437575030012,NA,71045,72547
2019Q2,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,3,NA,1613,4131,2.56106633601984,NA,1677,16566,9.8783542039356,NA,73187,74775
2019Q3,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,3,NA,1644,4621,2.81082725060827,NA,1679,15434,9.19237641453246,NA,72742,74088
2019Q4,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,3,NA,1734,4250,2.45098039215686,NA,1755,13600,7.74928774928775,NA,74645,76530
2020Q1,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,3,NA,1528,4942,3.23429319371728,NA,1585,18743,11.8252365930599,NA,69331,69158
2020Q2,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,3,NA,1376,2564,1.86337209302326,NA,1351,10330,7.64618800888231,NA,54636,56737
2020Q3,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,3,NA,1558,3027,1.94287548138639,NA,1578,12463,7.8979721166033,NA,66116,67727
2020Q4,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,3,NA,1599,3680,2.30143839899937,NA,1580,12558,7.94810126582278,NA,64608,66043
2021Q1,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,3,NA,1616,4002,2.47648514851485,NA,1634,15103,9.24296205630355,NA,63159,64495
2021Q2,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,3,NA,1649,3396,2.05942995755003,NA,1643,13472,8.19963481436397,NA,69903,71446
2021Q3,p,S08000022,NA,S08000022,d,Emergency Inpatients,NA,3,NA,1638,4420,2.6984126984127,NA,1665,14816,8.8984984984985,NA,67026,68244
2016Q3,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,4,NA,1496,3312,2.21390374331551,NA,1473,11175,7.58655804480652,NA,58163,59144
2016Q4,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,4,NA,1488,3321,2.23185483870968,NA,1495,12254,8.19665551839465,NA,58095,59198
2017Q1,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,4,NA,1311,3135,2.39130434782609,NA,1306,9924,7.59877488514548,NA,57225,58155
2017Q2,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,4,NA,1377,2979,2.16339869281046,NA,1380,11206,8.12028985507246,NA,57490,58402
2017Q3,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,4,NA,1257,2480,1.97295147175815,NA,1267,9910,7.82162588792423,NA,56998,58062
2017Q4,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,4,NA,1274,2764,2.16954474097331,NA,1289,10036,7.78588052754073,NA,59111,60339
2018Q1,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,4,NA,1257,3424,2.72394590294352,NA,1269,12261,9.66193853427896,NA,58884,59779
2018Q2,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,4,NA,1397,2672,1.9126700071582,NA,1408,11228,7.97443181818182,NA,59541,60662
2018Q3,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,4,NA,1405,2622,1.86619217081851,NA,1419,10027,7.06624383368569,NA,58852,60019
2018Q4,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,4,NA,1362,3258,2.3920704845815,NA,1395,10645,7.63082437275986,NA,60811,61821
2019Q1,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,4,NA,1316,2800,2.12765957446809,NA,1379,12022,8.71791153009427,NA,60699,61351
2019Q2,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,4,NA,1368,3307,2.41739766081871,NA,1410,11132,7.89503546099291,NA,61913,63104
2019Q3,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,4,NA,1314,3265,2.48477929984779,NA,1351,10899,8.06735751295337,NA,61761,63083
2019Q4,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,4,NA,1425,3190,2.23859649122807,NA,1460,12056,8.25753424657534,NA,62566,63691
2020Q1,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,4,NA,1211,3223,2.66143682906689,NA,1298,12111,9.33050847457627,NA,58425,58026
2020Q2,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,4,NA,1124,1814,1.61387900355872,NA,1121,10526,9.38983050847458,NA,47527,48878
2020Q3,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,4,NA,1371,2440,1.77972283005106,NA,1385,9719,7.0173285198556,NA,56644,58054
2020Q4,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,4,NA,1375,3097,2.25236363636364,NA,1382,11752,8.50361794500724,NA,54958,55724
2021Q1,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,4,NA,1264,2786,2.20411392405063,NA,1290,12357,9.57906976744186,NA,53408,54598
2021Q2,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,4,NA,1343,2715,2.02159344750558,NA,1368,10688,7.81286549707602,NA,59876,61024
2021Q3,p,S08000022,NA,S08000022,d,Emergency Inpatients,NA,4,NA,1299,2762,2.12625096227868,NA,1371,11166,8.14442013129103,NA,58929,59660
2016Q3,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,5,NA,420,625,1.48809523809524,NA,418,3667,8.77272727272727,NA,48789,49574
2016Q4,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,5,NA,382,904,2.36649214659686,NA,380,4564,12.0105263157895,NA,49817,50493
2017Q1,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,5,NA,289,470,1.62629757785467,NA,301,3029,10.063122923588,NA,48563,49158
2017Q2,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,5,NA,312,670,2.1474358974359,NA,305,1998,6.55081967213115,NA,48709,49089
2017Q3,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,5,NA,313,582,1.8594249201278,NA,324,2558,7.89506172839506,NA,48878,49750
2017Q4,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,5,NA,316,526,1.66455696202532,NA,311,2727,8.76848874598071,NA,50635,51597
2018Q1,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,5,NA,352,783,2.22443181818182,NA,374,3776,10.096256684492,NA,50296,50808
2018Q2,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,5,NA,315,528,1.67619047619048,NA,319,2526,7.91849529780564,NA,49625,49920
2018Q3,NA,S08000022,NA,S08000022,d,Emergency Inpatients,NA,5,NA,328,576,1.75609756097561,NA,328,2669,8.13719512195122,NA,48847,49787
