quarter,quarter_qf,hb,hbqf,location,location_qf,admission_type,admission_type_qf,sex,age,episodes,length_of_episode,average_length_of_episode,average_length_of_episode_qf,stays,length_of_stay,average_length_of_stay,average_length_of_stay_qf,total_stays_per_quarter_age,total_stays_per_quarter_sex
2017Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,70-79 years,38,62,1.63157894736842,NA,42,350,8.33333333333333,NA,71234,177139
2017Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,70-79 years,40,131,3.275,NA,45,184,4.08888888888889,NA,70955,178359
2017Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,70-79 years,40,124,3.1,NA,42,373,8.88095238095238,NA,74454,179046
2018Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,70-79 years,35,82,2.34285714285714,NA,35,161,4.6,NA,75151,175499
2018Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,70-79 years,45,75,1.66666666666667,NA,43,332,7.72093023255814,NA,73508,179635
2018Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,70-79 years,53,111,2.09433962264151,NA,55,434,7.89090909090909,NA,71925,178481
2018Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,70-79 years,49,111,2.26530612244898,NA,46,341,7.41304347826087,NA,74999,182454
2019Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,70-79 years,38,105,2.76315789473684,NA,43,435,10.1162790697674,NA,74914,181764
2019Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,70-79 years,55,130,2.36363636363636,NA,55,636,11.5636363636364,NA,75983,187928
2019Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,70-79 years,51,119,2.33333333333333,NA,55,274,4.98181818181818,NA,76182,188303
2019Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,70-79 years,35,89,2.54285714285714,NA,39,188,4.82051282051282,NA,79488,186274
2020Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,70-79 years,37,113,3.05405405405405,NA,38,147,3.86842105263158,NA,73420,172875
2020Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,70-79 years,29,81,2.79310344827586,NA,30,198,6.6,NA,56883,145186
2020Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,70-79 years,43,85,1.97674418604651,NA,49,308,6.28571428571429,NA,69821,172120
2020Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,70-79 years,37,118,3.18918918918919,NA,35,123,3.51428571428571,NA,68542,163740
2021Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,70-79 years,39,101,2.58974358974359,NA,41,417,10.1707317073171,NA,66079,159447
2021Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,70-79 years,64,170,2.65625,NA,64,524,8.1875,NA,74045,177987
2021Q3,p,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,70-79 years,55,255,4.63636363636364,NA,60,615,10.25,NA,72493,173844
2016Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,80-89 years,34,110,3.23529411764706,NA,35,405,11.5714285714286,NA,61353,178089
2016Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,80-89 years,27,71,2.62962962962963,NA,25,221,8.84,NA,64942,175214
2017Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,80-89 years,30,83,2.76666666666667,NA,33,335,10.1515151515152,NA,64997,172538
2017Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,80-89 years,29,74,2.55172413793103,NA,31,254,8.19354838709677,NA,62421,177139
2017Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,80-89 years,30,70,2.33333333333333,NA,31,104,3.35483870967742,NA,61011,178359
2017Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,80-89 years,35,110,3.14285714285714,NA,30,293,9.76666666666667,NA,66032,179046
2018Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,80-89 years,46,129,2.80434782608696,NA,50,420,8.4,NA,66906,175499
2018Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,80-89 years,30,87,2.9,NA,32,155,4.84375,NA,63890,179635
2018Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,80-89 years,35,72,2.05714285714286,NA,38,405,10.6578947368421,NA,62253,178481
2018Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,80-89 years,26,67,2.57692307692308,NA,28,270,9.64285714285714,NA,66184,182454
2019Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,80-89 years,26,65,2.5,NA,25,148,5.92,NA,66491,181764
2019Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,80-89 years,28,144,5.14285714285714,NA,30,333,11.1,NA,65892,187928
2019Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,80-89 years,33,81,2.45454545454545,NA,35,145,4.14285714285714,NA,66110,188303
2019Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,80-89 years,30,62,2.06666666666667,NA,30,218,7.26666666666667,NA,69485,186274
2020Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,80-89 years,25,83,3.32,NA,28,440,15.7142857142857,NA,65275,172875
2020Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,80-89 years,20,63,3.15,NA,15,85,5.66666666666667,NA,48693,145186
2020Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,80-89 years,27,62,2.2962962962963,NA,26,305,11.7307692307692,NA,59310,172120
2020Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,80-89 years,22,73,3.31818181818182,NA,25,341,13.64,NA,59716,163740
2021Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,80-89 years,12,35,2.91666666666667,NA,15,390,26,NA,56691,159447
2021Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,80-89 years,20,67,3.35,NA,20,110,5.5,NA,63030,177987
2021Q3,p,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,80-89 years,36,125,3.47222222222222,NA,37,371,10.027027027027,NA,61380,173844
2016Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,90 years and over,0,0,NA,z,0,0,NA,z,15987,178089
2016Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,90 years and over,10,20,2,NA,5,23,4.6,NA,17460,175214
2017Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,90 years and over,5,23,4.6,NA,10,99,9.9,NA,18215,172538
2017Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,90 years and over,5,25,5,NA,5,36,7.2,NA,16411,177139
2017Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,90 years and over,0,70,NA,z,0,70,NA,z,16157,178359
2017Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,90 years and over,0,0,NA,z,0,82,NA,z,17827,179046
2018Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,90 years and over,5,42,8.4,NA,5,111,22.2,NA,18636,175499
2018Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,90 years and over,5,14,2.8,NA,5,44,8.8,NA,16260,179635
2018Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,90 years and over,10,31,3.1,NA,10,76,7.6,NA,16119,178481
2018Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,90 years and over,5,15,3,NA,5,15,3,NA,17805,182454
2019Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,90 years and over,10,34,3.4,NA,11,98,8.90909090909091,NA,17995,181764
2019Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,90 years and over,5,17,3.4,NA,5,78,15.6,NA,17503,187928
2019Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,90 years and over,5,8,1.6,NA,10,139,13.9,NA,17399,188303
2019Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,90 years and over,10,39,3.9,NA,11,70,6.36363636363636,NA,18835,186274
2020Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,90 years and over,11,64,5.81818181818182,NA,11,88,8,NA,18351,172875
2020Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,90 years and over,0,14,NA,z,0,5,NA,z,12408,145186
2020Q3,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,90 years and over,5,33,6.6,NA,5,413,82.6,NA,15636,172120
2020Q4,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,90 years and over,10,30,3,NA,10,73,7.3,NA,16240,163740
2021Q1,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,90 years and over,5,106,21.2,NA,10,435,43.5,NA,16401,159447
2021Q2,NA,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,90 years and over,10,41,4.1,NA,10,30,3,NA,16930,177987
2021Q3,p,S08000022,NA,H212H,NA,Emergency Inpatients,NA,Male,90 years and over,5,18,3.6,NA,5,76,15.2,NA,16392,173844
2016Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,0-9 years,0,0,NA,z,0,0,NA,z,3674,193692
2018Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,0-9 years,0,0,NA,z,0,0,NA,z,3575,191186
2018Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,0-9 years,0,0,NA,z,0,0,NA,z,3085,195002
2019Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,0-9 years,0,0,NA,z,0,0,NA,z,3042,202644
2016Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,10-19 years,10,5,0.5,NA,10,7,0.7,NA,11097,193692
2016Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,10-19 years,10,6,0.6,NA,10,6,0.6,NA,10039,191758
2017Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,10-19 years,5,5,1,NA,5,5,1,NA,10086,190297
2017Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,10-19 years,5,0,0,NA,5,5,1,NA,9880,190694
2017Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,10-19 years,10,5,0.5,NA,10,5,0.5,NA,10699,190135
2017Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,10-19 years,12,11,0.916666666666667,NA,10,15,1.5,NA,10116,193702
2018Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,10-19 years,5,5,1,NA,5,6,1.2,NA,9348,196466
2018Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,10-19 years,10,10,1,NA,10,10,1,NA,9939,192358
2018Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,10-19 years,17,8,0.470588235294118,NA,16,8,0.5,NA,10573,191186
2018Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,10-19 years,11,7,0.636363636363636,NA,10,10,1,NA,9928,195002
2019Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,10-19 years,5,5,1,NA,5,5,1,NA,9836,197208
2019Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,10-19 years,12,10,0.833333333333333,NA,10,11,1.1,NA,10290,200036
2019Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,10-19 years,10,8,0.8,NA,10,15,1.5,NA,10765,202497
2019Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,10-19 years,10,26,2.6,NA,10,26,2.6,NA,9743,202644
2020Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,10-19 years,10,5,0.5,NA,10,5,0.5,NA,8908,188180
2020Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,10-19 years,5,0,0,NA,5,9,1.8,NA,5952,144876
2020Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,10-19 years,5,8,1.6,NA,5,8,1.6,NA,8591,178317
2020Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,10-19 years,5,9,1.8,NA,5,9,1.8,NA,7323,172722
2021Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,10-19 years,0,5,NA,z,0,6,NA,z,6509,169568
2021Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,10-19 years,5,6,1.2,NA,5,15,3,NA,8780,191481
2021Q3,p,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,10-19 years,5,5,1,NA,5,5,1,NA,8536,184949
2016Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,20-29 years,22,20,0.909090909090909,NA,22,38,1.72727272727273,NA,28088,193692
2016Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,20-29 years,30,33,1.1,NA,30,45,1.5,NA,26513,191758
2017Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,20-29 years,12,15,1.25,NA,10,36,3.6,NA,24641,190297
2017Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,20-29 years,19,26,1.36842105263158,NA,19,35,1.84210526315789,NA,26824,190694
2017Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,20-29 years,25,30,1.2,NA,25,64,2.56,NA,26939,190135
2017Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,20-29 years,27,19,0.703703703703704,NA,25,27,1.08,NA,25758,193702
2018Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,20-29 years,24,26,1.08333333333333,NA,24,36,1.5,NA,24163,196466
2018Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,20-29 years,23,20,0.869565217391304,NA,25,27,1.08,NA,26604,192358
2018Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,20-29 years,15,20,1.33333333333333,NA,15,21,1.4,NA,26720,191186
2018Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,20-29 years,26,26,1,NA,26,27,1.03846153846154,NA,26501,195002
2019Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,20-29 years,14,11,0.785714285714286,NA,15,79,5.26666666666667,NA,26173,197208
2019Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,20-29 years,20,16,0.8,NA,20,23,1.15,NA,27260,200036
2019Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,20-29 years,32,36,1.125,NA,32,68,2.125,NA,28422,202497
2019Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,20-29 years,15,26,1.73333333333333,NA,15,42,2.8,NA,25858,202644
2020Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,20-29 years,10,16,1.6,NA,10,22,2.2,NA,23833,188180
2020Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,20-29 years,13,10,0.769230769230769,NA,13,53,4.07692307692308,NA,18935,144876
2020Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,20-29 years,15,13,0.866666666666667,NA,16,20,1.25,NA,22903,178317
2020Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,20-29 years,15,23,1.53333333333333,NA,15,36,2.4,NA,20850,172722
2021Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,20-29 years,5,6,1.2,NA,5,5,1,NA,20577,169568
2021Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,20-29 years,20,39,1.95,NA,20,40,2,NA,23303,191481
2021Q3,p,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,20-29 years,15,23,1.53333333333333,NA,15,23,1.53333333333333,NA,22896,184949
2016Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,30-39 years,17,26,1.52941176470588,NA,17,36,2.11764705882353,NA,29806,193692
2016Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,30-39 years,15,16,1.06666666666667,NA,15,23,1.53333333333333,NA,27853,191758
2017Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,30-39 years,10,15,1.5,NA,10,19,1.9,NA,27347,190297
2017Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,30-39 years,26,31,1.19230769230769,NA,26,35,1.34615384615385,NA,29451,190694
2017Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,30-39 years,14,15,1.07142857142857,NA,15,29,1.93333333333333,NA,30253,190135
2017Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,30-39 years,23,21,0.91304347826087,NA,23,38,1.65217391304348,NA,27960,193702
2018Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,30-39 years,24,28,1.16666666666667,NA,24,45,1.875,NA,28426,196466
2018Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,30-39 years,20,24,1.2,NA,20,27,1.35,NA,29581,192358
2018Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,30-39 years,28,22,0.785714285714286,NA,28,33,1.17857142857143,NA,30535,191186
2018Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,30-39 years,15,20,1.33333333333333,NA,15,42,2.8,NA,29487,195002
2019Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,30-39 years,19,27,1.42105263157895,NA,18,30,1.66666666666667,NA,29863,197208
2019Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,30-39 years,23,27,1.17391304347826,NA,24,55,2.29166666666667,NA,31975,200036
2019Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,30-39 years,23,21,0.91304347826087,NA,23,44,1.91304347826087,NA,32251,202497
2019Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,30-39 years,15,14,0.933333333333333,NA,15,18,1.2,NA,30179,202644
2020Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,30-39 years,13,10,0.769230769230769,NA,13,14,1.07692307692308,NA,28580,188180
2020Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,30-39 years,11,11,1,NA,10,15,1.5,NA,24207,144876
2020Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,30-39 years,10,6,0.6,NA,10,5,0.5,NA,29410,178317
2020Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,30-39 years,10,8,0.8,NA,10,14,1.4,NA,26203,172722
2021Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,30-39 years,5,10,2,NA,5,17,3.4,NA,26313,169568
2021Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,30-39 years,10,10,1,NA,15,44,2.93333333333333,NA,30089,191481
2021Q3,p,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,30-39 years,10,8,0.8,NA,10,17,1.7,NA,30069,184949
2016Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,40-49 years,31,26,0.838709677419355,NA,30,56,1.86666666666667,NA,38399,193692
2016Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,40-49 years,25,38,1.52,NA,25,85,3.4,NA,35507,191758
2017Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,40-49 years,25,27,1.08,NA,26,27,1.03846153846154,NA,35049,190297
2017Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,40-49 years,21,28,1.33333333333333,NA,20,42,2.1,NA,35840,190694
2017Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,40-49 years,26,25,0.961538461538462,NA,25,47,1.88,NA,36776,190135
2017Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,40-49 years,18,15,0.833333333333333,NA,15,15,1,NA,34836,193702
2018Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,40-49 years,33,32,0.96969696969697,NA,33,117,3.54545454545455,NA,33801,196466
2018Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,40-49 years,19,21,1.10526315789474,NA,20,40,2,NA,35468,192358
2018Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,40-49 years,23,30,1.30434782608696,NA,23,49,2.1304347826087,NA,36020,191186
2018Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,40-49 years,20,35,1.75,NA,22,82,3.72727272727273,NA,34376,195002
2019Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,40-49 years,15,12,0.8,NA,14,13,0.928571428571429,NA,34943,197208
2019Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,40-49 years,20,23,1.15,NA,20,40,2,NA,36499,200036
2019Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,40-49 years,15,33,2.2,NA,17,77,4.52941176470588,NA,36793,202497
2019Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,40-49 years,20,36,1.8,NA,20,69,3.45,NA,34220,202644
2020Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,40-49 years,10,15,1.5,NA,10,27,2.7,NA,31147,188180
2020Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,40-49 years,15,25,1.66666666666667,NA,14,31,2.21428571428571,NA,28596,144876
2020Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,40-49 years,17,20,1.17647058823529,NA,20,63,3.15,NA,33364,178317
2020Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,40-49 years,14,22,1.57142857142857,NA,15,81,5.4,NA,30813,172722
2021Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,40-49 years,14,24,1.71428571428571,NA,14,60,4.28571428571429,NA,31100,169568
2021Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,40-49 years,10,27,2.7,NA,10,39,3.9,NA,35572,191481
2021Q3,p,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,40-49 years,10,15,1.5,NA,10,23,2.3,NA,33270,184949
2016Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,50-59 years,54,62,1.14814814814815,NA,55,165,3,NA,53482,193692
2016Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,50-59 years,39,54,1.38461538461538,NA,38,69,1.81578947368421,NA,51629,191758
2017Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,50-59 years,38,48,1.26315789473684,NA,38,457,12.0263157894737,NA,50781,190297
2017Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,50-59 years,33,42,1.27272727272727,NA,35,158,4.51428571428571,NA,52442,190694
2017Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,50-59 years,48,47,0.979166666666667,NA,46,67,1.45652173913043,NA,53652,190135
2017Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,50-59 years,39,58,1.48717948717949,NA,39,228,5.84615384615385,NA,52414,193702
2018Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,50-59 years,42,48,1.14285714285714,NA,44,257,5.84090909090909,NA,51714,196466
2018Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,50-59 years,34,55,1.61764705882353,NA,35,116,3.31428571428571,NA,52629,192358
2018Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,50-59 years,44,55,1.25,NA,44,225,5.11363636363636,NA,52525,191186
2018Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,50-59 years,29,56,1.93103448275862,NA,30,78,2.6,NA,53507,195002
2019Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,50-59 years,24,58,2.41666666666667,NA,20,40,2,NA,53787,197208
2019Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,50-59 years,40,54,1.35,NA,40,177,4.425,NA,54870,200036
2019Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,50-59 years,35,96,2.74285714285714,NA,37,386,10.4324324324324,NA,55904,202497
2019Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,50-59 years,41,45,1.09756097560976,NA,40,110,2.75,NA,54193,202644
2020Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,50-59 years,24,64,2.66666666666667,NA,25,133,5.32,NA,50257,188180
2020Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,50-59 years,20,47,2.35,NA,22,106,4.81818181818182,NA,44257,144876
2020Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,50-59 years,18,27,1.5,NA,20,90,4.5,NA,50646,178317
2020Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,50-59 years,25,267,10.68,NA,30,310,10.3333333333333,NA,49447,172722
2021Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,50-59 years,23,35,1.52173913043478,NA,25,156,6.24,NA,48284,169568
2021Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,50-59 years,23,53,2.30434782608696,NA,25,1048,41.92,NA,53504,191481
2021Q3,p,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,50-59 years,39,60,1.53846153846154,NA,40,62,1.55,NA,50776,184949
2016Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,60-69 years,46,56,1.21739130434783,NA,45,151,3.35555555555556,NA,61029,193692
2016Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,60-69 years,43,66,1.53488372093023,NA,44,286,6.5,NA,59813,191758
2017Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,60-69 years,30,60,2,NA,30,157,5.23333333333333,NA,58396,190297
2017Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,60-69 years,59,103,1.74576271186441,NA,59,506,8.57627118644068,NA,59424,190694
2017Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,60-69 years,52,92,1.76923076923077,NA,50,230,4.6,NA,58287,190135
2017Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,60-69 years,50,57,1.14,NA,51,397,7.7843137254902,NA,60594,193702
2018Q1,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,60-69 years,50,117,2.34,NA,49,238,4.85714285714286,NA,60831,196466
2018Q2,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,60-69 years,54,89,1.64814814814815,NA,55,155,2.81818181818182,NA,60084,192358
2018Q3,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,60-69 years,52,80,1.53846153846154,NA,50,307,6.14,NA,59422,191186
2018Q4,NA,S08000022,NA,H103H,NA,Emergency Inpatients,NA,Female,60-69 years,41,63,1.53658536585366,NA,45,179,3.97777777777778,NA,61584,195002
