year,year_quarter,month,treatment_location,department_type,number_of_attendances_aggregate,number_meeting_target_aggregate,attendance_greater8hrs,attendance_greater12hrs
2019,2019Q1,02,S116H,Minor Injury Unit or Other,3931,3250,97,25
2019,2019Q1,02,S308H,Emergency Department,4528,3863,77,5
2019,2019Q1,02,S314H,Emergency Department,9452,7738,250,56
2019,2019Q1,02,S319H,Emergency Department,4231,3941,17,0
2019,2019Q1,02,R103H,Emergency Department,500,478,3,1
2019,2019Q1,02,Z102H,Emergency Department,616,579,0,0
2019,2019Q1,02,T101H,Emergency Department,3947,3720,0,0
2019,2019Q1,02,T202H,Emergency Department,1900,1827,2,1
2019,2019Q1,02,T205H,Minor Injury Unit or Other,17,17,0,0
2019,2019Q1,02,T209H,Minor Injury Unit or Other,238,238,0,0
2019,2019Q1,02,T304H,Minor Injury Unit or Other,1201,1201,0,0
2019,2019Q1,02,T305H,Minor Injury Unit or Other,86,86,0,0
2019,2019Q1,02,T316H,Minor Injury Unit or Other,64,64,0,0
2019,2019Q1,02,T319H,Minor Injury Unit or Other,406,406,0,0
2019,2019Q1,02,T320H,Minor Injury Unit or Other,79,79,0,0
2019,2019Q1,02,T357C,Minor Injury Unit or Other,246,246,0,0
2019,2019Q1,02,W106H,Minor Injury Unit or Other,37,37,0,0
2019,2019Q1,02,W107H,Emergency Department,487,480,0,0
2019,2019Q1,02,W108H,Minor Injury Unit or Other,121,121,0,0
2019,2019Q1,03,A101H,Minor Injury Unit or Other,182,179,0,0
2019,2019Q1,03,A110H,Minor Injury Unit or Other,48,47,0,0
2019,2019Q1,03,A111H,Emergency Department,6396,5676,225,57
2019,2019Q1,03,A210H,Emergency Department,3382,2777,193,68
2019,2019Q1,03,A216H,Minor Injury Unit or Other,62,62,0,0
2019,2019Q1,03,B103H,Minor Injury Unit or Other,8,8,0,0
2019,2019Q1,03,B105H,Minor Injury Unit or Other,66,66,0,0
2019,2019Q1,03,B114H,Minor Injury Unit or Other,5,5,0,0
2019,2019Q1,03,B118H,Minor Injury Unit or Other,45,45,0,0
2019,2019Q1,03,B120H,Emergency Department,2560,2471,6,1
2019,2019Q1,03,Y101H,Minor Injury Unit or Other,18,18,0,0
2019,2019Q1,03,Y106H,Minor Injury Unit or Other,32,32,0,0
2019,2019Q1,03,Y110H,Minor Injury Unit or Other,20,19,0,0
2019,2019Q1,03,Y144H,Emergency Department,992,934,4,0
2019,2019Q1,03,Y146H,Emergency Department,2742,2545,19,5
2019,2019Q1,03,F704H,Emergency Department,5794,5365,12,0
2019,2019Q1,03,F708H,Minor Injury Unit or Other,147,146,0,0
2019,2019Q1,03,F709H,Minor Injury Unit or Other,264,264,0,0
2019,2019Q1,03,F805H,Minor Injury Unit or Other,1726,1723,1,1
2019,2019Q1,03,V201H,Minor Injury Unit or Other,1757,1757,0,0
2019,2019Q1,03,V217H,Emergency Department,5656,5341,13,2
2019,2019Q1,03,N101H,Emergency Department,5132,4632,22,3
2019,2019Q1,03,N121H,Emergency Department,1591,1583,0,0
2019,2019Q1,03,N151H,Minor Injury Unit or Other,84,84,0,0
2019,2019Q1,03,N332H,Minor Injury Unit or Other,31,31,0,0
2019,2019Q1,03,N333H,Minor Injury Unit or Other,1336,1335,0,0
2019,2019Q1,03,N334H,Minor Injury Unit or Other,646,646,0,0
2019,2019Q1,03,N335H,Minor Injury Unit or Other,240,239,0,0
2019,2019Q1,03,N336H,Minor Injury Unit or Other,140,140,0,0
2019,2019Q1,03,N337H,Minor Injury Unit or Other,267,256,0,0
2019,2019Q1,03,N411H,Emergency Department,2102,2000,4,0
2019,2019Q1,03,N431H,Minor Injury Unit or Other,52,52,0,0
2019,2019Q1,03,N432H,Minor Injury Unit or Other,11,11,0,0
2019,2019Q1,03,N433H,Minor Injury Unit or Other,85,85,0,0
2019,2019Q1,03,N451H,Minor Injury Unit or Other,13,13,0,0
2019,2019Q1,03,N494H,Minor Injury Unit or Other,104,104,0,0
2019,2019Q1,03,N683C,Minor Injury Unit or Other,37,37,0,0
2019,2019Q1,03,C206H,Minor Injury Unit or Other,1607,1569,1,0
2019,2019Q1,03,C313H,Emergency Department,2731,2428,18,0
2019,2019Q1,03,C418H,Emergency Department,5655,5100,56,0
2019,2019Q1,03,G107H,Emergency Department,8290,6717,50,0
2019,2019Q1,03,G207H,Minor Injury Unit or Other,1912,1877,0,0
2019,2019Q1,03,G306H,Minor Injury Unit or Other,3062,3061,0,0
2019,2019Q1,03,G405H,Emergency Department,8845,7356,36,1
2019,2019Q1,03,G513H,Emergency Department,6171,5910,0,0
2019,2019Q1,03,C106H,Minor Injury Unit or Other,701,694,0,0
2019,2019Q1,03,C108H,Minor Injury Unit or Other,99,99,0,0
2019,2019Q1,03,C113H,Minor Injury Unit or Other,381,370,0,0
2019,2019Q1,03,C121H,Emergency Department,663,643,1,0
2019,2019Q1,03,C122H,Minor Injury Unit or Other,573,572,0,0
2019,2019Q1,03,H101H,Minor Injury Unit or Other,142,142,0,0
2019,2019Q1,03,H103H,Emergency Department,717,651,12,3
2019,2019Q1,03,H106H,Minor Injury Unit or Other,47,47,0,0
2019,2019Q1,03,H202H,Emergency Department,2955,2780,4,0
2019,2019Q1,03,H208H,Minor Injury Unit or Other,340,340,0,0
2019,2019Q1,03,H210H,Minor Injury Unit or Other,47,47,0,0
2019,2019Q1,03,H212H,Emergency Department,739,709,2,0
2019,2019Q1,03,H214H,Minor Injury Unit or Other,396,394,0,0
2019,2019Q1,03,H215H,Minor Injury Unit or Other,175,175,0,0
2019,2019Q1,03,H219H,Minor Injury Unit or Other,164,164,0,0
2019,2019Q1,03,H224H,Minor Injury Unit or Other,409,404,0,0
2019,2019Q1,03,H227B,Minor Injury Unit or Other,119,119,0,0
2019,2019Q1,03,H227H,Minor Injury Unit or Other,86,86,0,0
2019,2019Q1,03,L106H,Emergency Department,6074,5748,14,2
2019,2019Q1,03,L206H,Minor Injury Unit or Other,62,62,0,0
2019,2019Q1,03,L207H,Minor Injury Unit or Other,31,31,0,0
2019,2019Q1,03,L302H,Emergency Department,5642,5062,77,23
2019,2019Q1,03,L308H,Emergency Department,6281,5687,67,4
2019,2019Q1,03,S108H,Minor Injury Unit or Other,135,135,0,0
2019,2019Q1,03,S116H,Minor Injury Unit or Other,4140,3733,24,5
2019,2019Q1,03,S308H,Emergency Department,5000,4602,23,4
2019,2019Q1,03,S314H,Emergency Department,10425,8588,202,52
2019,2019Q1,03,S319H,Emergency Department,4705,4339,14,0
2019,2019Q1,03,R103H,Emergency Department,552,517,2,0
2019,2019Q1,03,Z102H,Emergency Department,668,648,0,0
2019,2019Q1,03,T101H,Emergency Department,4526,4282,3,0
2019,2019Q1,03,T202H,Emergency Department,2174,2072,2,0
2019,2019Q1,03,T205H,Minor Injury Unit or Other,25,25,0,0
2019,2019Q1,03,T209H,Minor Injury Unit or Other,270,269,0,0
2019,2019Q1,03,T304H,Minor Injury Unit or Other,1347,1346,0,0
2019,2019Q1,03,T305H,Minor Injury Unit or Other,83,83,0,0
2019,2019Q1,03,T316H,Minor Injury Unit or Other,66,66,0,0
2019,2019Q1,03,T319H,Minor Injury Unit or Other,459,459,0,0
2019,2019Q1,03,T320H,Minor Injury Unit or Other,78,78,0,0
2019,2019Q1,03,T357C,Minor Injury Unit or Other,250,250,0,0
2019,2019Q1,03,W106H,Minor Injury Unit or Other,56,56,0,0
2019,2019Q1,03,W107H,Emergency Department,561,551,0,0
2019,2019Q1,03,W108H,Minor Injury Unit or Other,155,155,0,0
2019,2019Q2,04,A101H,Minor Injury Unit or Other,275,269,0,0
2019,2019Q2,04,A110H,Minor Injury Unit or Other,52,52,0,0
2019,2019Q2,04,A111H,Emergency Department,6382,5665,218,85
2019,2019Q2,04,A210H,Emergency Department,3445,2884,171,51
2019,2019Q2,04,A216H,Minor Injury Unit or Other,77,77,0,0
2019,2019Q2,04,B103H,Minor Injury Unit or Other,10,10,0,0
2019,2019Q2,04,B105H,Minor Injury Unit or Other,77,77,0,0
2019,2019Q2,04,B114H,Minor Injury Unit or Other,11,11,0,0
2019,2019Q2,04,B118H,Minor Injury Unit or Other,52,52,0,0
2019,2019Q2,04,B120H,Emergency Department,2774,2618,5,0
2019,2019Q2,04,Y101H,Minor Injury Unit or Other,22,22,0,0
2019,2019Q2,04,Y106H,Minor Injury Unit or Other,46,46,0,0
2019,2019Q2,04,Y110H,Minor Injury Unit or Other,14,14,0,0
2019,2019Q2,04,Y144H,Emergency Department,1208,1135,10,2
2019,2019Q2,04,Y146H,Emergency Department,2958,2737,10,1
2019,2019Q2,04,F704H,Emergency Department,5818,5389,6,0
2019,2019Q2,04,F708H,Minor Injury Unit or Other,145,145,0,0
2019,2019Q2,04,F709H,Minor Injury Unit or Other,313,313,0,0
2019,2019Q2,04,F805H,Minor Injury Unit or Other,1788,1786,0,0
2019,2019Q2,04,V201H,Minor Injury Unit or Other,1782,1782,0,0
2019,2019Q2,04,V217H,Emergency Department,5740,5149,25,0
2019,2019Q2,04,N101H,Emergency Department,5000,4400,19,3
2019,2019Q2,04,N121H,Emergency Department,1455,1429,0,0
2019,2019Q2,04,N151H,Minor Injury Unit or Other,108,108,0,0
2019,2019Q2,04,N332H,Minor Injury Unit or Other,33,33,0,0
2019,2019Q2,04,N333H,Minor Injury Unit or Other,1295,1295,0,0
2019,2019Q2,04,N334H,Minor Injury Unit or Other,610,607,0,0
2019,2019Q2,04,N335H,Minor Injury Unit or Other,262,262,0,0
2019,2019Q2,04,N336H,Minor Injury Unit or Other,133,133,0,0
2019,2019Q2,04,N337H,Minor Injury Unit or Other,313,308,0,0
2019,2019Q2,04,N411H,Emergency Department,2242,2138,2,0
2019,2019Q2,04,N431H,Minor Injury Unit or Other,48,48,0,0
2019,2019Q2,04,N432H,Minor Injury Unit or Other,13,13,0,0
2019,2019Q2,04,N433H,Minor Injury Unit or Other,87,87,0,0
2019,2019Q2,04,N451H,Minor Injury Unit or Other,11,11,0,0
2019,2019Q2,04,N494H,Minor Injury Unit or Other,88,88,0,0
2019,2019Q2,04,N683C,Minor Injury Unit or Other,31,31,0,0
2019,2019Q2,04,C206H,Minor Injury Unit or Other,1604,1557,4,0
2019,2019Q2,04,C313H,Emergency Department,2777,2552,14,0
2019,2019Q2,04,C418H,Emergency Department,5795,4982,83,3
2019,2019Q2,04,G107H,Emergency Department,8261,6579,71,13
2019,2019Q2,04,G207H,Minor Injury Unit or Other,1890,1887,0,0
2019,2019Q2,04,G306H,Minor Injury Unit or Other,3044,3044,0,0
2019,2019Q2,04,G405H,Emergency Department,8762,6614,163,2
2019,2019Q2,04,G513H,Emergency Department,5628,5420,1,0
2019,2019Q2,04,C106H,Minor Injury Unit or Other,697,696,0,0
2019,2019Q2,04,C108H,Minor Injury Unit or Other,119,119,0,0
2019,2019Q2,04,C113H,Minor Injury Unit or Other,379,372,0,0
2019,2019Q2,04,C121H,Emergency Department,673,652,0,0
2019,2019Q2,04,C122H,Minor Injury Unit or Other,482,481,0,0
2019,2019Q2,04,H101H,Minor Injury Unit or Other,169,169,0,0
2019,2019Q2,04,H103H,Emergency Department,704,672,2,0
2019,2019Q2,04,H106H,Minor Injury Unit or Other,64,64,0,0
2019,2019Q2,04,H202H,Emergency Department,3217,2903,8,0
2019,2019Q2,04,H208H,Minor Injury Unit or Other,368,368,0,0
2019,2019Q2,04,H210H,Minor Injury Unit or Other,53,53,0,0
2019,2019Q2,04,H212H,Emergency Department,925,852,9,1
2019,2019Q2,04,H214H,Minor Injury Unit or Other,431,431,0,0
2019,2019Q2,04,H215H,Minor Injury Unit or Other,247,247,0,0
2019,2019Q2,04,H219H,Minor Injury Unit or Other,175,175,0,0
2019,2019Q2,04,H224H,Minor Injury Unit or Other,479,463,0,0
2019,2019Q2,04,H227B,Minor Injury Unit or Other,153,153,0,0
2019,2019Q2,04,H227H,Minor Injury Unit or Other,100,96,0,0
2019,2019Q2,04,L106H,Emergency Department,5920,5513,18,2
2019,2019Q2,04,L206H,Minor Injury Unit or Other,101,100,0,0
2019,2019Q2,04,L207H,Minor Injury Unit or Other,54,54,0,0
2019,2019Q2,04,L302H,Emergency Department,5808,4983,145,64
2019,2019Q2,04,L308H,Emergency Department,6442,5520,112,20
2019,2019Q2,04,S108H,Minor Injury Unit or Other,171,171,0,0
2019,2019Q2,04,S116H,Minor Injury Unit or Other,4078,3676,24,5
2019,2019Q2,04,S308H,Emergency Department,4872,4473,28,6
2019,2019Q2,04,S314H,Emergency Department,10552,8592,232,41
2019,2019Q2,04,S319H,Emergency Department,4158,3951,5,2
2019,2019Q2,04,R103H,Emergency Department,566,521,2,0
2019,2019Q2,04,Z102H,Emergency Department,649,621,1,0
2019,2019Q2,04,T101H,Emergency Department,4270,4058,0,0
2019,2019Q2,04,T202H,Emergency Department,2198,2067,0,0
2019,2019Q2,04,T205H,Minor Injury Unit or Other,19,19,0,0
2019,2019Q2,04,T209H,Minor Injury Unit or Other,285,277,3,0
2019,2019Q2,04,T304H,Minor Injury Unit or Other,1468,1468,0,0
2019,2019Q2,04,T305H,Minor Injury Unit or Other,66,66,0,0
2019,2019Q2,04,T316H,Minor Injury Unit or Other,65,65,0,0
2019,2019Q2,04,T319H,Minor Injury Unit or Other,504,504,0,0
2019,2019Q2,04,T320H,Minor Injury Unit or Other,179,179,0,0
2019,2019Q2,04,T357C,Minor Injury Unit or Other,204,204,0,0
2019,2019Q2,04,W106H,Minor Injury Unit or Other,55,55,0,0
2019,2019Q2,04,W107H,Emergency Department,600,593,0,0
2019,2019Q2,04,W108H,Minor Injury Unit or Other,142,142,0,0
2019,2019Q2,05,A101H,Minor Injury Unit or Other,279,271,0,0
2019,2019Q2,05,A110H,Minor Injury Unit or Other,82,82,0,0
2019,2019Q2,05,A111H,Emergency Department,6546,6105,115,27
2019,2019Q2,05,A210H,Emergency Department,3633,3145,133,50
2019,2019Q2,05,A216H,Minor Injury Unit or Other,87,87,0,0
2019,2019Q2,05,B103H,Minor Injury Unit or Other,16,16,0,0
2019,2019Q2,05,B105H,Minor Injury Unit or Other,106,106,0,0
2019,2019Q2,05,B114H,Minor Injury Unit or Other,13,13,0,0
2019,2019Q2,05,B118H,Minor Injury Unit or Other,42,42,0,0
2019,2019Q2,05,B120H,Emergency Department,2823,2685,6,1
2019,2019Q2,05,Y101H,Minor Injury Unit or Other,15,15,0,0
2019,2019Q2,05,Y106H,Minor Injury Unit or Other,50,50,0,0
2019,2019Q2,05,Y109H,Minor Injury Unit or Other,1,1,0,0
2019,2019Q2,05,Y110H,Minor Injury Unit or Other,11,11,0,0
2019,2019Q2,05,Y144H,Emergency Department,1242,1137,14,1
2019,2019Q2,05,Y146H,Emergency Department,3090,2870,17,0
2019,2019Q2,05,F704H,Emergency Department,6072,5611,6,0
2019,2019Q2,05,F708H,Minor Injury Unit or Other,171,170,0,0
2019,2019Q2,05,F709H,Minor Injury Unit or Other,294,294,0,0
2019,2019Q2,05,F805H,Minor Injury Unit or Other,1925,1920,0,0
2019,2019Q2,05,V201H,Minor Injury Unit or Other,1781,1777,0,0
2019,2019Q2,05,V217H,Emergency Department,6024,5241,35,0
2019,2019Q2,05,N101H,Emergency Department,5184,4600,25,0
2019,2019Q2,05,N121H,Emergency Department,1559,1546,0,0
2019,2019Q2,05,N151H,Minor Injury Unit or Other,98,98,0,0
2019,2019Q2,05,N332H,Minor Injury Unit or Other,38,38,0,0
2019,2019Q2,05,N333H,Minor Injury Unit or Other,1356,1356,0,0
2019,2019Q2,05,N334H,Minor Injury Unit or Other,676,674,0,0
2019,2019Q2,05,N335H,Minor Injury Unit or Other,287,279,0,0
2019,2019Q2,05,N336H,Minor Injury Unit or Other,108,108,0,0
2019,2019Q2,05,N337H,Minor Injury Unit or Other,330,328,0,0
2019,2019Q2,05,N411H,Emergency Department,2167,2061,3,0
2019,2019Q2,05,N431H,Minor Injury Unit or Other,47,47,0,0
2019,2019Q2,05,N432H,Minor Injury Unit or Other,25,25,0,0
2019,2019Q2,05,N433H,Minor Injury Unit or Other,92,92,0,0
2019,2019Q2,05,N451H,Minor Injury Unit or Other,15,15,0,0
2019,2019Q2,05,N494H,Minor Injury Unit or Other,124,124,0,0
2019,2019Q2,05,N683C,Minor Injury Unit or Other,60,60,0,0
2019,2019Q2,05,C206H,Minor Injury Unit or Other,1684,1623,1,0
2019,2019Q2,05,C313H,Emergency Department,3000,2671,20,1
2019,2019Q2,05,C418H,Emergency Department,6079,5387,68,2
2019,2019Q2,05,G107H,Emergency Department,8304,6599,103,5
2019,2019Q2,05,G207H,Minor Injury Unit or Other,2011,2003,0,0
2019,2019Q2,05,G306H,Minor Injury Unit or Other,3164,3163,0,0
2019,2019Q2,05,G405H,Emergency Department,8892,7106,93,0
2019,2019Q2,05,G513H,Emergency Department,5980,5839,0,0
2019,2019Q2,05,C106H,Minor Injury Unit or Other,817,817,0,0
2019,2019Q2,05,C108H,Minor Injury Unit or Other,157,156,0,0
2019,2019Q2,05,C113H,Minor Injury Unit or Other,358,353,0,0
2019,2019Q2,05,C121H,Emergency Department,778,757,1,1
2019,2019Q2,05,C122H,Minor Injury Unit or Other,440,438,0,0
2019,2019Q2,05,H101H,Minor Injury Unit or Other,131,131,0,0
2019,2019Q2,05,H103H,Emergency Department,758,731,2,1
2019,2019Q2,05,H106H,Minor Injury Unit or Other,51,51,0,0
2019,2019Q2,05,H202H,Emergency Department,3198,2925,14,1
2019,2019Q2,05,H208H,Minor Injury Unit or Other,368,368,0,0
2019,2019Q2,05,H210H,Minor Injury Unit or Other,47,47,0,0
2019,2019Q2,05,H212H,Emergency Department,1079,1001,2,0
2019,2019Q2,05,H214H,Minor Injury Unit or Other,498,497,0,0
2019,2019Q2,05,H215H,Minor Injury Unit or Other,262,262,0,0
2019,2019Q2,05,H219H,Minor Injury Unit or Other,205,205,0,0
2019,2019Q2,05,H224H,Minor Injury Unit or Other,450,442,0,0
2019,2019Q2,05,H227B,Minor Injury Unit or Other,169,169,0,0
2019,2019Q2,05,H227H,Minor Injury Unit or Other,128,128,0,0
2019,2019Q2,05,L106H,Emergency Department,6289,5831,25,2
2019,2019Q2,05,L206H,Minor Injury Unit or Other,106,106,0,0
2019,2019Q2,05,L207H,Minor Injury Unit or Other,45,45,0,0
2019,2019Q2,05,L302H,Emergency Department,5982,5140,125,44
2019,2019Q2,05,L308H,Emergency Department,6566,5559,126,20
2019,2019Q2,05,S108H,Minor Injury Unit or Other,165,165,0,0
2019,2019Q2,05,S116H,Minor Injury Unit or Other,4197,3804,39,15
2019,2019Q2,05,S308H,Emergency Department,5081,4818,19,5
2019,2019Q2,05,S314H,Emergency Department,10856,8899,165,27
2019,2019Q2,05,S319H,Emergency Department,4241,4025,2,0
2019,2019Q2,05,R103H,Emergency Department,589,559,0,0
2019,2019Q2,05,Z102H,Emergency Department,682,664,1,0
2019,2019Q2,05,T101H,Emergency Department,4383,4158,2,1
2019,2019Q2,05,T202H,Emergency Department,2260,2183,1,0
2019,2019Q2,05,T205H,Minor Injury Unit or Other,32,31,0,0
2019,2019Q2,05,T209H,Minor Injury Unit or Other,322,322,0,0
2019,2019Q2,05,T304H,Minor Injury Unit or Other,1437,1437,0,0
2019,2019Q2,05,T305H,Minor Injury Unit or Other,88,88,0,0
2019,2019Q2,05,T316H,Minor Injury Unit or Other,88,88,0,0
2019,2019Q2,05,T319H,Minor Injury Unit or Other,540,540,0,0
2019,2019Q2,05,T320H,Minor Injury Unit or Other,168,168,0,0
2019,2019Q2,05,T357C,Minor Injury Unit or Other,255,255,0,0
2019,2019Q2,05,W106H,Minor Injury Unit or Other,82,82,0,0
2019,2019Q2,05,W107H,Emergency Department,636,621,0,0
2019,2019Q2,05,W108H,Minor Injury Unit or Other,147,146,0,0
2019,2019Q2,06,A101H,Minor Injury Unit or Other,305,299,0,0
2019,2019Q2,06,A110H,Minor Injury Unit or Other,72,72,0,0
2019,2019Q2,06,A111H,Emergency Department,6485,5896,187,60
2019,2019Q2,06,A210H,Emergency Department,3455,3058,103,35
2019,2019Q2,06,A216H,Minor Injury Unit or Other,80,80,0,0
2019,2019Q2,06,B103H,Minor Injury Unit or Other,19,19,0,0
2019,2019Q2,06,B105H,Minor Injury Unit or Other,95,95,0,0
2019,2019Q2,06,B114H,Minor Injury Unit or Other,14,14,0,0
2019,2019Q2,06,B118H,Minor Injury Unit or Other,42,42,0,0
2019,2019Q2,06,B120H,Emergency Department,2821,2634,21,11
2019,2019Q2,06,Y101H,Minor Injury Unit or Other,20,20,0,0
2019,2019Q2,06,Y106H,Minor Injury Unit or Other,52,52,0,0
2019,2019Q2,06,Y109H,Minor Injury Unit or Other,1,1,0,0
2019,2019Q2,06,Y110H,Minor Injury Unit or Other,11,11,0,0
2019,2019Q2,06,Y144H,Emergency Department,1038,981,7,0
2019,2019Q2,06,Y146H,Emergency Department,3082,2772,37,4
2019,2019Q2,06,F704H,Emergency Department,5709,5302,5,0
2019,2019Q2,06,F708H,Minor Injury Unit or Other,175,175,0,0
2019,2019Q2,06,F709H,Minor Injury Unit or Other,236,236,0,0
2019,2019Q2,06,F805H,Minor Injury Unit or Other,1883,1881,0,0
2019,2019Q2,06,V201H,Minor Injury Unit or Other,1821,1817,0,0
2019,2019Q2,06,V217H,Emergency Department,5900,4937,35,6
2019,2019Q2,06,N101H,Emergency Department,5169,4509,39,0
2019,2019Q2,06,N121H,Emergency Department,1621,1606,0,0
2019,2019Q2,06,N151H,Minor Injury Unit or Other,111,111,0,0
2019,2019Q2,06,N332H,Minor Injury Unit or Other,34,34,0,0
2019,2019Q2,06,N333H,Minor Injury Unit or Other,1308,1307,0,0
2019,2019Q2,06,N334H,Minor Injury Unit or Other,615,614,0,0
2019,2019Q2,06,N335H,Minor Injury Unit or Other,255,253,0,0
2019,2019Q2,06,N336H,Minor Injury Unit or Other,169,169,0,0
2019,2019Q2,06,N337H,Minor Injury Unit or Other,328,319,0,0
2019,2019Q2,06,N411H,Emergency Department,2275,2134,6,1
2019,2019Q2,06,N431H,Minor Injury Unit or Other,47,47,0,0
2019,2019Q2,06,N432H,Minor Injury Unit or Other,10,10,0,0
2019,2019Q2,06,N433H,Minor Injury Unit or Other,100,100,0,0
2019,2019Q2,06,N451H,Minor Injury Unit or Other,18,18,0,0
2019,2019Q2,06,N494H,Minor Injury Unit or Other,101,101,0,0
2019,2019Q2,06,N683C,Minor Injury Unit or Other,43,43,0,0
2019,2019Q2,06,C206H,Minor Injury Unit or Other,1517,1487,2,0
2019,2019Q2,06,C313H,Emergency Department,2679,2416,13,1
2019,2019Q2,06,C418H,Emergency Department,6012,5081,116,2
2019,2019Q2,06,G107H,Emergency Department,8180,6832,48,1
2019,2019Q2,06,G207H,Minor Injury Unit or Other,1865,1864,0,0
2019,2019Q2,06,G306H,Minor Injury Unit or Other,3179,3178,0,0
2019,2019Q2,06,G405H,Emergency Department,8754,6745,129,9
2019,2019Q2,06,G513H,Emergency Department,5712,5631,0,0
2019,2019Q2,06,C106H,Minor Injury Unit or Other,753,752,0,0
2019,2019Q2,06,C108H,Minor Injury Unit or Other,161,159,0,0
2019,2019Q2,06,C113H,Minor Injury Unit or Other,380,373,0,0
2019,2019Q2,06,C121H,Emergency Department,824,802,4,0
2019,2019Q2,06,C122H,Minor Injury Unit or Other,500,489,0,0
2019,2019Q2,06,H101H,Minor Injury Unit or Other,191,191,0,0
2019,2019Q2,06,H103H,Emergency Department,743,715,2,0
2019,2019Q2,06,H106H,Minor Injury Unit or Other,65,65,0,0
2019,2019Q2,06,H202H,Emergency Department,3269,3001,10,0
2019,2019Q2,06,H208H,Minor Injury Unit or Other,357,357,0,0
2019,2019Q2,06,H210H,Minor Injury Unit or Other,47,47,0,0
2019,2019Q2,06,H212H,Emergency Department,992,942,2,0
2019,2019Q2,06,H214H,Minor Injury Unit or Other,457,456,0,0
2019,2019Q2,06,H215H,Minor Injury Unit or Other,288,287,0,0
2019,2019Q2,06,H219H,Minor Injury Unit or Other,188,188,0,0
2019,2019Q2,06,H224H,Minor Injury Unit or Other,447,443,0,0
2019,2019Q2,06,H227B,Minor Injury Unit or Other,151,151,0,0
2019,2019Q2,06,H227H,Minor Injury Unit or Other,117,117,0,0
2019,2019Q2,06,L106H,Emergency Department,5938,5394,36,4
2019,2019Q2,06,L206H,Minor Injury Unit or Other,95,94,0,0
2019,2019Q2,06,L207H,Minor Injury Unit or Other,50,50,0,0
2019,2019Q2,06,L302H,Emergency Department,5765,5069,84,22
2019,2019Q2,06,L308H,Emergency Department,6206,5279,94,11
2019,2019Q2,06,S108H,Minor Injury Unit or Other,230,230,0,0
2019,2019Q2,06,S116H,Minor Injury Unit or Other,3938,3646,37,11
2019,2019Q2,06,S308H,Emergency Department,5157,4686,42,5
2019,2019Q2,06,S314H,Emergency Department,10766,8891,212,31
2019,2019Q2,06,S319H,Emergency Department,4105,3952,2,0
2019,2019Q2,06,R103H,Emergency Department,594,577,1,0
2019,2019Q2,06,Z102H,Emergency Department,702,693,0,0
2019,2019Q2,06,T101H,Emergency Department,4525,4203,7,0
2019,2019Q2,06,T202H,Emergency Department,2450,2307,2,0
2019,2019Q2,06,T205H,Minor Injury Unit or Other,24,24,0,0
2019,2019Q2,06,T209H,Minor Injury Unit or Other,302,302,0,0
2019,2019Q2,06,T304H,Minor Injury Unit or Other,1454,1453,0,0
2019,2019Q2,06,T305H,Minor Injury Unit or Other,65,65,0,0
2019,2019Q2,06,T316H,Minor Injury Unit or Other,94,94,0,0
2019,2019Q2,06,T319H,Minor Injury Unit or Other,582,582,0,0
2019,2019Q2,06,T320H,Minor Injury Unit or Other,178,178,0,0
2019,2019Q2,06,T357C,Minor Injury Unit or Other,207,207,0,0
2019,2019Q2,06,W106H,Minor Injury Unit or Other,80,80,0,0
2019,2019Q2,06,W107H,Emergency Department,597,580,0,0
