year,year_quarter,month,treatment_location,department_type,number_of_attendances_aggregate,number_meeting_target_aggregate,attendance_greater8hrs,attendance_greater12hrs,discharge_destination_admission_to_same,discharge_destination_other_specialty,discharge_destination_residence,discharge_destination_transfer,discharge_destination_unknown
2019,2019Q2,06,N433H,Minor Injury Unit or Other,100,100,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,N451H,Minor Injury Unit or Other,18,18,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,N494H,Minor Injury Unit or Other,101,101,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,N683C,Minor Injury Unit or Other,43,43,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,C206H,Minor Injury Unit or Other,1517,1487,2,0,202,1,1221,87,6
2019,2019Q2,06,C313H,Emergency Department,2679,2416,13,1,628,1,1927,44,79
2019,2019Q2,06,C418H,Emergency Department,6012,5081,116,2,1789,9,3961,92,161
2019,2019Q2,06,G107H,Emergency Department,8180,6832,48,1,2559,16,4988,130,487
2019,2019Q2,06,G207H,Minor Injury Unit or Other,1865,1864,0,0,2,0,1649,101,113
2019,2019Q2,06,G306H,Minor Injury Unit or Other,3179,3178,0,0,1,3,2823,243,109
2019,2019Q2,06,G405H,Emergency Department,8754,6745,129,9,2841,17,5490,60,346
2019,2019Q2,06,G513H,Emergency Department,5712,5631,0,0,1125,0,4571,2,14
2019,2019Q2,06,C106H,Minor Injury Unit or Other,753,752,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,C108H,Minor Injury Unit or Other,161,159,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,C113H,Minor Injury Unit or Other,380,373,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,C121H,Emergency Department,824,802,4,0,151,0,654,19,0
2019,2019Q2,06,C122H,Minor Injury Unit or Other,500,489,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,H101H,Minor Injury Unit or Other,191,191,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,H103H,Emergency Department,743,715,2,0,169,0,571,3,0
2019,2019Q2,06,H106H,Minor Injury Unit or Other,65,65,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,H202H,Emergency Department,3269,3001,10,0,678,1,2574,16,0
2019,2019Q2,06,H208H,Minor Injury Unit or Other,357,357,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,H210H,Minor Injury Unit or Other,47,47,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,H212H,Emergency Department,992,942,2,0,132,1,852,7,0
2019,2019Q2,06,H214H,Minor Injury Unit or Other,457,456,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,H215H,Minor Injury Unit or Other,288,287,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,H219H,Minor Injury Unit or Other,188,188,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,H224H,Minor Injury Unit or Other,447,443,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,H227B,Minor Injury Unit or Other,151,151,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,H227H,Minor Injury Unit or Other,117,117,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,L106H,Emergency Department,5938,5394,36,4,1887,3,3898,121,29
2019,2019Q2,06,L206H,Minor Injury Unit or Other,95,94,0,0,10,0,81,4,0
2019,2019Q2,06,L207H,Minor Injury Unit or Other,50,50,0,0,1,0,46,0,3
2019,2019Q2,06,L302H,Emergency Department,5765,5069,84,22,1528,6,4140,77,14
2019,2019Q2,06,L308H,Emergency Department,6206,5279,94,11,1709,6,4359,53,79
2019,2019Q2,06,S108H,Minor Injury Unit or Other,230,230,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,S116H,Minor Injury Unit or Other,3938,3646,37,11,1119,1,2807,11,0
2019,2019Q2,06,S308H,Emergency Department,5157,4686,42,5,968,2,4093,94,0
2019,2019Q2,06,S314H,Emergency Department,10766,8891,212,31,3323,12,7268,163,0
2019,2019Q2,06,S319H,Emergency Department,4105,3952,2,0,553,0,3551,1,0
2019,2019Q2,06,R103H,Emergency Department,594,577,1,0,143,1,437,3,10
2019,2019Q2,06,Z102H,Emergency Department,702,693,0,0,145,0,542,5,10
2019,2019Q2,06,T101H,Emergency Department,4525,4203,7,0,1431,7,2782,234,71
2019,2019Q2,06,T202H,Emergency Department,2450,2307,2,0,383,4,1692,333,38
2019,2019Q2,06,T205H,Minor Injury Unit or Other,24,24,0,0,0,0,21,1,2
2019,2019Q2,06,T209H,Minor Injury Unit or Other,302,302,0,0,0,0,283,18,1
2019,2019Q2,06,T304H,Minor Injury Unit or Other,1454,1453,0,0,0,0,1293,148,13
2019,2019Q2,06,T305H,Minor Injury Unit or Other,65,65,0,0,0,0,61,4,0
2019,2019Q2,06,T316H,Minor Injury Unit or Other,94,94,0,0,0,0,82,4,8
2019,2019Q2,06,T319H,Minor Injury Unit or Other,582,582,0,0,0,0,549,33,0
2019,2019Q2,06,T320H,Minor Injury Unit or Other,178,178,0,0,0,0,165,13,0
2019,2019Q2,06,T357C,Minor Injury Unit or Other,207,207,0,0,0,0,187,20,0
2019,2019Q2,06,W106H,Minor Injury Unit or Other,80,80,NA,NA,NA,NA,NA,NA,NA
2019,2019Q2,06,W107H,Emergency Department,597,580,0,0,154,0,415,7,21
2019,2019Q2,06,W108H,Minor Injury Unit or Other,175,175,0,0,13,0,162,0,0
2019,2019Q3,07,A101H,Minor Injury Unit or Other,341,334,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,A110H,Minor Injury Unit or Other,92,90,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,A111H,Emergency Department,6310,5777,172,67,1871,13,3989,53,384
2019,2019Q3,07,A210H,Emergency Department,3579,2935,196,71,918,3,2479,111,68
2019,2019Q3,07,A216H,Minor Injury Unit or Other,126,126,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,B103H,Minor Injury Unit or Other,17,17,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,B105H,Minor Injury Unit or Other,125,125,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,B114H,Minor Injury Unit or Other,6,6,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,B118H,Minor Injury Unit or Other,61,61,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,B120H,Emergency Department,2895,2641,31,5,856,2,1837,184,16
2019,2019Q3,07,Y101H,Minor Injury Unit or Other,31,31,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,Y106H,Minor Injury Unit or Other,67,67,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,Y109H,Minor Injury Unit or Other,4,4,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,Y110H,Minor Injury Unit or Other,9,8,1,1,0,0,6,2,1
2019,2019Q3,07,Y144H,Emergency Department,1214,1121,12,0,81,1,1020,72,40
2019,2019Q3,07,Y146H,Emergency Department,3167,2819,56,7,794,2,2247,85,39
2019,2019Q3,07,F704H,Emergency Department,5968,5565,1,0,1727,6,4026,135,74
2019,2019Q3,07,F708H,Minor Injury Unit or Other,227,226,0,0,0,0,221,3,3
2019,2019Q3,07,F709H,Minor Injury Unit or Other,338,338,0,0,1,0,324,12,1
2019,2019Q3,07,F805H,Minor Injury Unit or Other,1905,1898,0,0,23,0,1734,115,33
2019,2019Q3,07,V201H,Minor Injury Unit or Other,1908,1894,0,0,14,0,1713,17,164
2019,2019Q3,07,V217H,Emergency Department,5846,5111,12,1,1588,12,3929,28,289
2019,2019Q3,07,N101H,Emergency Department,5588,4874,31,2,1439,9,3636,18,486
2019,2019Q3,07,N121H,Emergency Department,1300,1292,0,0,118,0,1136,0,46
2019,2019Q3,07,N151H,Minor Injury Unit or Other,141,141,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,N332H,Minor Injury Unit or Other,41,41,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,N333H,Minor Injury Unit or Other,1320,1319,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,N334H,Minor Injury Unit or Other,648,641,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,N335H,Minor Injury Unit or Other,295,291,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,N336H,Minor Injury Unit or Other,134,134,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,N337H,Minor Injury Unit or Other,315,299,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,N411H,Emergency Department,2431,2350,3,0,479,1,1930,21,0
2019,2019Q3,07,N431H,Minor Injury Unit or Other,45,45,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,N432H,Minor Injury Unit or Other,11,11,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,N433H,Minor Injury Unit or Other,85,85,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,N451H,Minor Injury Unit or Other,26,26,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,N494H,Minor Injury Unit or Other,81,81,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,N683C,Minor Injury Unit or Other,53,53,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,C206H,Minor Injury Unit or Other,1690,1646,0,0,201,1,1382,82,24
2019,2019Q3,07,C313H,Emergency Department,3014,2721,16,1,715,3,2147,47,102
2019,2019Q3,07,C418H,Emergency Department,5875,5010,66,2,1792,10,3804,109,160
2019,2019Q3,07,G107H,Emergency Department,8345,6928,31,1,2585,14,5157,91,498
2019,2019Q3,07,G207H,Minor Injury Unit or Other,1949,1948,0,0,1,0,1782,84,82
2019,2019Q3,07,G306H,Minor Injury Unit or Other,3111,3110,0,0,3,0,2795,217,96
2019,2019Q3,07,G405H,Emergency Department,9301,7541,68,1,2888,35,5933,49,396
2019,2019Q3,07,G513H,Emergency Department,4836,4777,0,0,949,2,3869,3,13
2019,2019Q3,07,C106H,Minor Injury Unit or Other,814,806,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,C108H,Minor Injury Unit or Other,131,131,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,C113H,Minor Injury Unit or Other,431,425,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,C121H,Emergency Department,817,798,0,0,159,0,638,20,0
2019,2019Q3,07,C122H,Minor Injury Unit or Other,497,493,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,H101H,Minor Injury Unit or Other,193,193,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,H103H,Emergency Department,810,768,1,0,189,0,619,2,0
2019,2019Q3,07,H106H,Minor Injury Unit or Other,71,71,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,H202H,Emergency Department,3490,3185,11,0,740,0,2665,18,67
2019,2019Q3,07,H208H,Minor Injury Unit or Other,409,409,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,H210H,Minor Injury Unit or Other,66,66,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,H212H,Emergency Department,1100,1006,10,1,167,0,920,12,1
2019,2019Q3,07,H214H,Minor Injury Unit or Other,483,483,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,H215H,Minor Injury Unit or Other,340,340,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,H219H,Minor Injury Unit or Other,225,225,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,H224H,Minor Injury Unit or Other,467,461,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,H227B,Minor Injury Unit or Other,242,242,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,H227H,Minor Injury Unit or Other,146,140,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,L106H,Emergency Department,6118,5645,25,0,2108,5,3821,112,72
2019,2019Q3,07,L206H,Minor Injury Unit or Other,79,79,0,0,6,0,72,0,1
2019,2019Q3,07,L207H,Minor Injury Unit or Other,57,57,0,0,3,0,49,4,1
2019,2019Q3,07,L302H,Emergency Department,5847,5000,126,41,1622,8,4113,69,35
2019,2019Q3,07,L308H,Emergency Department,6376,5533,119,22,1836,2,4434,61,43
2019,2019Q3,07,S108H,Minor Injury Unit or Other,251,251,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,S116H,Minor Injury Unit or Other,4170,3843,47,22,1253,0,2907,10,0
2019,2019Q3,07,S308H,Emergency Department,5124,4661,39,8,951,5,4099,69,0
2019,2019Q3,07,S314H,Emergency Department,11187,10130,96,14,3624,7,7364,192,0
2019,2019Q3,07,S319H,Emergency Department,3402,3337,0,0,478,1,2923,0,0
2019,2019Q3,07,R103H,Emergency Department,677,647,2,0,152,0,505,15,5
2019,2019Q3,07,Z102H,Emergency Department,702,678,2,0,139,2,553,3,5
2019,2019Q3,07,T101H,Emergency Department,4560,4350,2,1,1363,5,2879,240,73
2019,2019Q3,07,T202H,Emergency Department,2432,2332,3,0,376,2,1615,412,27
2019,2019Q3,07,T205H,Minor Injury Unit or Other,38,38,0,0,0,0,35,2,1
2019,2019Q3,07,T209H,Minor Injury Unit or Other,362,361,0,0,0,0,353,8,1
2019,2019Q3,07,T304H,Minor Injury Unit or Other,1526,1526,0,0,0,0,1375,146,5
2019,2019Q3,07,T316H,Minor Injury Unit or Other,200,200,0,0,0,0,177,15,8
2019,2019Q3,07,T319H,Minor Injury Unit or Other,501,501,0,0,0,0,482,18,1
2019,2019Q3,07,T320H,Minor Injury Unit or Other,255,255,0,0,0,0,240,15,0
2019,2019Q3,07,T357C,Minor Injury Unit or Other,256,256,0,0,0,2,235,16,3
2019,2019Q3,07,W106H,Minor Injury Unit or Other,101,101,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,07,W107H,Emergency Department,692,683,1,0,178,0,495,2,17
2019,2019Q3,07,W108H,Minor Injury Unit or Other,185,185,0,0,10,0,172,1,2
2019,2019Q3,08,A101H,Minor Injury Unit or Other,372,365,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,A110H,Minor Injury Unit or Other,94,94,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,A111H,Emergency Department,6164,5325,308,151,1920,5,3817,40,382
2019,2019Q3,08,A210H,Emergency Department,3585,2897,228,100,863,6,2540,98,78
2019,2019Q3,08,A216H,Minor Injury Unit or Other,93,93,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,B103H,Minor Injury Unit or Other,14,14,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,B105H,Minor Injury Unit or Other,96,96,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,B114H,Minor Injury Unit or Other,18,18,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,B118H,Minor Injury Unit or Other,56,56,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,B120H,Emergency Department,2910,2682,13,4,862,4,1795,226,23
2019,2019Q3,08,Y101H,Minor Injury Unit or Other,31,31,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,Y106H,Minor Injury Unit or Other,59,59,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,Y109H,Minor Injury Unit or Other,3,3,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,Y110H,Minor Injury Unit or Other,24,24,0,0,0,0,20,4,0
2019,2019Q3,08,Y144H,Emergency Department,1343,1252,7,1,79,0,1131,86,47
2019,2019Q3,08,Y146H,Emergency Department,3309,3111,6,0,727,2,2435,86,59
2019,2019Q3,08,F704H,Emergency Department,6052,5514,7,1,1820,13,4059,86,74
2019,2019Q3,08,F708H,Minor Injury Unit or Other,170,170,0,0,1,0,155,7,7
2019,2019Q3,08,F709H,Minor Injury Unit or Other,334,333,0,0,1,0,319,14,0
2019,2019Q3,08,F805H,Minor Injury Unit or Other,1955,1953,0,0,22,0,1797,106,30
2019,2019Q3,08,V201H,Minor Injury Unit or Other,2143,2140,0,0,21,0,1928,8,186
2019,2019Q3,08,V217H,Emergency Department,5901,5087,7,0,1508,6,4089,33,265
2019,2019Q3,08,N101H,Emergency Department,5424,4788,20,1,1409,5,3501,44,465
2019,2019Q3,08,N121H,Emergency Department,1410,1381,0,0,122,0,1244,0,44
2019,2019Q3,08,N151H,Minor Injury Unit or Other,104,104,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,N332H,Minor Injury Unit or Other,41,41,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,N333H,Minor Injury Unit or Other,1254,1254,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,N334H,Minor Injury Unit or Other,632,632,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,N335H,Minor Injury Unit or Other,271,271,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,N336H,Minor Injury Unit or Other,151,151,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,N337H,Minor Injury Unit or Other,297,296,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,N411H,Emergency Department,2268,2181,1,0,441,4,1807,14,2
2019,2019Q3,08,N431H,Minor Injury Unit or Other,57,57,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,N432H,Minor Injury Unit or Other,11,11,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,N433H,Minor Injury Unit or Other,94,94,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,N451H,Minor Injury Unit or Other,10,10,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,N494H,Minor Injury Unit or Other,104,104,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,N683C,Minor Injury Unit or Other,52,52,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,C206H,Minor Injury Unit or Other,1703,1655,0,0,232,1,1350,95,25
2019,2019Q3,08,C313H,Emergency Department,2834,2639,9,0,689,4,2032,35,74
2019,2019Q3,08,C418H,Emergency Department,5878,4880,108,1,1869,6,3758,100,145
2019,2019Q3,08,G107H,Emergency Department,8397,7530,20,0,2517,19,5363,102,396
2019,2019Q3,08,G207H,Minor Injury Unit or Other,2076,2065,0,0,2,0,1849,111,114
2019,2019Q3,08,G306H,Minor Injury Unit or Other,3268,3263,0,0,0,2,2928,219,119
2019,2019Q3,08,G405H,Emergency Department,9144,7459,52,0,2867,19,5834,59,365
2019,2019Q3,08,G513H,Emergency Department,5425,5305,0,0,1144,2,4251,1,27
2019,2019Q3,08,C106H,Minor Injury Unit or Other,797,792,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,C108H,Minor Injury Unit or Other,142,142,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,C113H,Minor Injury Unit or Other,366,359,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,C121H,Emergency Department,850,814,4,0,139,1,682,28,0
2019,2019Q3,08,C122H,Minor Injury Unit or Other,521,517,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,H101H,Minor Injury Unit or Other,189,189,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,H103H,Emergency Department,746,724,1,0,205,2,533,6,0
2019,2019Q3,08,H106H,Minor Injury Unit or Other,86,86,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,H202H,Emergency Department,3523,3266,3,0,736,5,2654,12,116
2019,2019Q3,08,H208H,Minor Injury Unit or Other,438,438,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,H210H,Minor Injury Unit or Other,65,65,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,H212H,Emergency Department,1024,923,3,0,166,1,851,5,1
2019,2019Q3,08,H214H,Minor Injury Unit or Other,519,519,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,H215H,Minor Injury Unit or Other,309,309,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,H219H,Minor Injury Unit or Other,194,194,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,H224H,Minor Injury Unit or Other,498,488,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,H227B,Minor Injury Unit or Other,162,162,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,H227H,Minor Injury Unit or Other,146,146,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,L106H,Emergency Department,6312,5694,43,1,2121,6,4038,108,39
2019,2019Q3,08,L206H,Minor Injury Unit or Other,80,79,0,0,4,0,69,6,1
2019,2019Q3,08,L207H,Minor Injury Unit or Other,50,50,0,0,1,0,45,3,1
2019,2019Q3,08,L302H,Emergency Department,5810,4637,198,46,1547,4,4147,77,35
2019,2019Q3,08,L308H,Emergency Department,6541,5405,139,21,1781,10,4633,76,41
2019,2019Q3,08,S108H,Minor Injury Unit or Other,200,200,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,S116H,Minor Injury Unit or Other,4266,3964,11,2,1232,0,3029,5,0
2019,2019Q3,08,S308H,Emergency Department,5187,4719,56,11,1000,3,4095,89,0
2019,2019Q3,08,S314H,Emergency Department,11579,10069,142,14,3609,6,7768,196,0
2019,2019Q3,08,S319H,Emergency Department,3948,3787,2,0,563,0,3385,0,0
2019,2019Q3,08,R103H,Emergency Department,651,637,0,0,134,0,507,7,3
2019,2019Q3,08,Z102H,Emergency Department,758,724,0,0,150,1,598,7,2
2019,2019Q3,08,T101H,Emergency Department,4564,4387,3,0,1350,4,2896,245,69
2019,2019Q3,08,T202H,Emergency Department,2465,2227,15,0,412,1,1640,387,25
2019,2019Q3,08,T205H,Minor Injury Unit or Other,48,48,0,0,0,0,45,3,0
2019,2019Q3,08,T209H,Minor Injury Unit or Other,360,360,0,0,0,0,343,11,6
2019,2019Q3,08,T304H,Minor Injury Unit or Other,1427,1427,0,0,0,0,1287,135,5
2019,2019Q3,08,T316H,Minor Injury Unit or Other,238,238,0,0,0,0,216,10,12
2019,2019Q3,08,T319H,Minor Injury Unit or Other,453,453,0,0,0,0,435,18,0
2019,2019Q3,08,T320H,Minor Injury Unit or Other,196,195,0,0,0,0,178,17,1
2019,2019Q3,08,T357C,Minor Injury Unit or Other,288,287,0,0,0,0,253,34,1
2019,2019Q3,08,W106H,Minor Injury Unit or Other,87,87,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,08,W107H,Emergency Department,643,638,0,0,162,0,463,7,11
2019,2019Q3,08,W108H,Minor Injury Unit or Other,157,157,0,0,10,0,147,0,0
2019,2019Q3,09,A101H,Minor Injury Unit or Other,273,271,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,A110H,Minor Injury Unit or Other,94,94,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,A111H,Emergency Department,6383,6060,33,1,2064,8,3906,40,365
2019,2019Q3,09,A210H,Emergency Department,3380,2808,215,81,860,2,2350,107,61
2019,2019Q3,09,A216H,Minor Injury Unit or Other,90,90,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,B103H,Minor Injury Unit or Other,16,16,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,B105H,Minor Injury Unit or Other,79,79,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,B114H,Minor Injury Unit or Other,14,14,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,B118H,Minor Injury Unit or Other,24,24,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,B120H,Emergency Department,2749,2533,14,6,868,2,1647,210,22
2019,2019Q3,09,Y101H,Minor Injury Unit or Other,25,25,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,Y106H,Minor Injury Unit or Other,40,40,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,Y109H,Minor Injury Unit or Other,4,4,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,Y110H,Minor Injury Unit or Other,19,19,0,0,0,0,18,1,0
2019,2019Q3,09,Y144H,Emergency Department,1176,1096,3,1,101,0,961,74,40
2019,2019Q3,09,Y146H,Emergency Department,3136,2866,13,1,887,6,2118,83,42
2019,2019Q3,09,F704H,Emergency Department,6014,5349,37,0,1762,12,4079,99,62
2019,2019Q3,09,F708H,Minor Injury Unit or Other,192,191,0,0,0,0,183,3,6
2019,2019Q3,09,F709H,Minor Injury Unit or Other,320,320,0,0,0,0,307,11,2
2019,2019Q3,09,F805H,Minor Injury Unit or Other,1809,1808,0,0,13,0,1647,122,27
2019,2019Q3,09,V201H,Minor Injury Unit or Other,2140,2126,0,0,4,0,1811,8,317
2019,2019Q3,09,V217H,Emergency Department,5908,4909,31,2,1515,4,4040,28,321
2019,2019Q3,09,N101H,Emergency Department,5431,4657,34,0,1385,9,3561,33,443
2019,2019Q3,09,N121H,Emergency Department,1580,1564,0,0,139,0,1378,0,63
2019,2019Q3,09,N151H,Minor Injury Unit or Other,74,74,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,N332H,Minor Injury Unit or Other,29,29,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,N333H,Minor Injury Unit or Other,1418,1418,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,N334H,Minor Injury Unit or Other,672,671,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,N335H,Minor Injury Unit or Other,248,247,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,N336H,Minor Injury Unit or Other,120,120,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,N337H,Minor Injury Unit or Other,262,251,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,N411H,Emergency Department,2289,2175,8,0,438,0,1824,23,4
2019,2019Q3,09,N431H,Minor Injury Unit or Other,66,66,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,N432H,Minor Injury Unit or Other,11,11,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,N433H,Minor Injury Unit or Other,96,96,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,N451H,Minor Injury Unit or Other,19,19,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,N494H,Minor Injury Unit or Other,59,59,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,N683C,Minor Injury Unit or Other,37,37,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,C206H,Minor Injury Unit or Other,1625,1546,2,0,239,0,1277,80,29
2019,2019Q3,09,C313H,Emergency Department,3000,2656,24,0,745,6,2093,51,105
2019,2019Q3,09,C418H,Emergency Department,5983,4852,135,4,1755,10,3960,93,165
2019,2019Q3,09,G107H,Emergency Department,8391,7201,62,2,2527,16,5308,87,453
2019,2019Q3,09,G207H,Minor Injury Unit or Other,2015,1990,0,0,1,0,1779,111,124
2019,2019Q3,09,G306H,Minor Injury Unit or Other,3103,3084,0,0,1,1,2735,208,158
2019,2019Q3,09,G405H,Emergency Department,8744,6667,130,1,2780,35,5524,42,363
2019,2019Q3,09,G513H,Emergency Department,6279,6038,1,0,1403,1,4841,1,33
2019,2019Q3,09,C106H,Minor Injury Unit or Other,786,783,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,C108H,Minor Injury Unit or Other,128,127,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,C113H,Minor Injury Unit or Other,346,342,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,C121H,Emergency Department,739,717,1,1,164,1,562,12,0
2019,2019Q3,09,C122H,Minor Injury Unit or Other,475,465,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,H101H,Minor Injury Unit or Other,180,180,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,H103H,Emergency Department,730,693,2,0,187,1,535,7,0
2019,2019Q3,09,H106H,Minor Injury Unit or Other,62,62,NA,NA,NA,NA,NA,NA,NA
2019,2019Q3,09,H202H,Emergency Department,3323,3032,9,0,744,3,2477,8,91
